NOME_TRIGGER,TABELA,CODIGO
TR_TB_USUARIO_SENHAS_I_A,TB_USUARIO_SENHAS,CREATE TRIGGER TR_TB_USUARIO_SENHAS_I_A ON TB_USUARIO_SENHAS AFTER INSERT AS  BEGIN      UPDATE U      SET DT_ULT_ALT_SENHA = I.DT_SENHA      FROM BROKER.DBO.TUSUARIO U         INNER JOIN INSERTED I ON I.CD_USUARIO = U.CD_USUARIO  END
